session,created,modified,ended,expired,topic,group,plotx_01,plotx_02,plotx_03,plotx_04,plotx_05,plotx_06,plotx_07,plotx_08,plotx_09,plotx_10,plotx_11,plotx_12,plotx_13,plotx_14,plotx_15,plotx_16,plotx_17,plotx_18,plotx_19,plotx_20,itemo,conse,diffi_01,sensi_01,acccl_01,accu3_01,accov_01,infor_01,value_01,diffi_02,sensi_02,acccl_02,accu3_02,accov_02,infor_02,value_02,diffi_03,sensi_03,acccl_03,accu3_03,accov_03,infor_03,value_03,diffi_04,sensi_04,acccl_04,accu3_04,accov_04,infor_04,value_04,diffi_05,sensi_05,acccl_05,accu3_05,accov_05,infor_05,value_05,diffi_06,sensi_06,acccl_06,accu3_06,accov_06,infor_06,value_06,diffi_07,sensi_07,acccl_07,accu3_07,accov_07,infor_07,value_07,diffi_08,sensi_08,acccl_08,accu3_08,accov_08,infor_08,value_08,diffi_09,sensi_09,acccl_09,accu3_09,accov_09,infor_09,value_09,diffi_10,sensi_10,acccl_10,accu3_10,accov_10,infor_10,value_10,attention_check,diffi_11,sensi_11,acccl_11,accu3_11,accov_11,infor_11,value_11,diffi_12,sensi_12,acccl_12,accu3_12,accov_12,infor_12,value_12,diffi_13,sensi_13,acccl_13,accu3_13,accov_13,infor_13,value_13,diffi_14,sensi_14,acccl_14,accu3_14,accov_14,infor_14,value_14,diffi_15,sensi_15,acccl_15,accu3_15,accov_15,infor_15,value_15,diffi_16,sensi_16,acccl_16,accu3_16,accov_16,infor_16,value_16,diffi_17,sensi_17,acccl_17,accu3_17,accov_17,infor_17,value_17,diffi_18,sensi_18,acccl_18,accu3_18,accov_18,infor_18,value_18,diffi_19,sensi_19,acccl_19,accu3_19,accov_19,infor_19,value_19,diffi_20,sensi_20,acccl_20,accu3_20,accov_20,infor_20,value_20,check_01,check_02,umean_1x,umean_2x,umean_1y,umean_2y,uvary_2x,uvary_2y,uxaxs_1x,uyaxs_1x,uxaxs_1y,uyaxs_1y,mcstu,mcsto,mcsub,texpe
41ZXca0w5SkAwWmarnkLiwEqn_QhGmYUk4yml9I1m5igzP9qI8Z_NGlWml2Wy7k0,2023-11-09T19:47:03Z,2023-11-09T20:19:24Z,2023-11-09T20:19:24Z,,lesson_live_vs_video,eg_benchmark,halfeye_yaxis_0.8,halfeye_xaxis_-0.5,halfeye_yaxis_-0.65,halfeye_yaxis_0.5,halfeye_xaxis_-0.35,halfeye_xaxis_-0.65,halfeye_xaxis_0.8,halfeye_yaxis_-0.5,halfeye_xaxis_0.35,halfeye_yaxis_0.2,halfeye_xaxis_-0.2,halfeye_yaxis_0.65,halfeye_yaxis_-0.2,halfeye_xaxis_0.2,halfeye_yaxis_0.35,halfeye_xaxis_0.65,halfeye_yaxis_-0.8,halfeye_yaxis_-0.35,halfeye_xaxis_0.5,halfeye_xaxis_-0.8,sensitivity_accuracy,1,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,5,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,4,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,4,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,4,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,4,"",3,"",-0.2,10,90,2,3,5,"",0.6,15,70,2,4,5,"",-0.2,28,55,3,3,3,"",0.2,33,20,3,3,5,"",0.6,12,60,3,3,3,"",0.6,12,50,3,3,5,"",-0.4,15,45,3,3,3,"",-0.2,15,55,3,3,3,"",0.6,20,65,3,2,3,"",-0.4,5,50,3,3,,4,5,3,2,5,1,1,distribution of results,knowledge test score,distribution of results,knowledge test results,6,Sixth form,3,13
8DYOicF327Cy2BrKcSQM3wGtRVCCSWhaldi6TbBqoCA_Cja0AJDB7oI3iF39jLJQ,2023-11-09T19:49:00Z,2023-11-09T20:24:17Z,2023-11-09T20:24:17Z,,experiment_simulation_vs_lab,eg_benchmark,halfeye_xaxis_-0.65,halfeye_yaxis_-0.35,halfeye_xaxis_0.8,halfeye_yaxis_-0.65,halfeye_yaxis_-0.2,halfeye_yaxis_-0.8,halfeye_xaxis_-0.5,halfeye_xaxis_0.5,halfeye_yaxis_0.2,halfeye_xaxis_0.2,halfeye_xaxis_-0.8,halfeye_xaxis_-0.2,halfeye_yaxis_-0.5,halfeye_yaxis_0.35,halfeye_xaxis_0.35,halfeye_yaxis_0.8,halfeye_xaxis_0.65,halfeye_yaxis_0.5,halfeye_yaxis_0.65,halfeye_xaxis_-0.35,sensitivity_accuracy,1,7,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,6,7,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,6,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,7,6,7,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,7,6,7,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,7,7,7,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,7,7,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,7,7,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,7,7,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,"",7,"",-0.6,16,95,5,6,6,"",-0.2,3,98,5,3,5,"",-0.2,33,56,5,5,5,"",0.4,66,48,5,5,5,"",0.2,60,60,5,5,5,"",0.6,75,85,6,6,5,"",0.4,66,70,5,5,5,"",0.4,66,70,6,6,5,"",0.4,66,75,5,5,5,"",-0.2,38,70,5,5,,2,5,3,2,5,1,1,number of students,knowledge test score,knowledge test score,number of students,2,"",2,28
TTfbDYoNNP-mi4Zcad0Ly02K0dJtfKwUHGGM49sjFHYyTZf6bSyrOHfr0n24DMf4,2023-11-09T19:51:29Z,2023-11-09T20:03:29Z,2023-11-09T20:03:29Z,,lesson_live_vs_video,cg,halfeye_yaxis_0.5,halfeye_yaxis_0.35,halfeye_yaxis_-0.2,halfeye_yaxis_0.8,halfeye_yaxis_-0.5,halfeye_yaxis_-0.65,halfeye_xaxis_-0.5,halfeye_xaxis_0.35,halfeye_xaxis_-0.2,halfeye_yaxis_0.2,halfeye_yaxis_-0.35,halfeye_xaxis_0.5,halfeye_xaxis_0.2,halfeye_xaxis_0.8,halfeye_xaxis_-0.35,halfeye_xaxis_0.65,halfeye_yaxis_0.65,halfeye_xaxis_-0.65,halfeye_xaxis_-0.8,halfeye_yaxis_-0.8,sensitivity_accuracy,1,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,2,3,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,2,3,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,1,1,7,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,2,2,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,2,2,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,2,2,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,1,2,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,2,2,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,2,2,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,2,2,"",2,"",0,50,95,2,2,4,"",0.2,60,90,2,2,4,"",0,52,97,2,1,6,"",0.4,60,90,3,2,4,"",-0.2,45,94,2,2,2,"",0.2,55,90,2,2,5,"",0.2,65,90,2,2,5,"",-0.2,40,85,2,2,6,"",-0.2,40,80,1,2,6,"",-0.2,35,90,2,2,,,5,3,2,5,1,1,Number of students,Knowledge test score,Knowledge test score,Number of students,2,"",1,1
ezs7uXuNRe3oTYYntIKrnjSIcTgO7_TTco8xr4VoBOWok2YO9jbjn-Vk3GfNgMRR,2023-11-09T19:57:03Z,2023-11-09T19:57:58Z,,,reading_digital_vs_analog,cg,halfeye_yaxis_-0.2,halfeye_xaxis_0.35,halfeye_yaxis_0.8,halfeye_xaxis_-0.35,halfeye_yaxis_-0.5,halfeye_yaxis_0.35,halfeye_xaxis_-0.65,halfeye_yaxis_-0.8,halfeye_yaxis_0.5,halfeye_xaxis_0.2,halfeye_xaxis_0.65,halfeye_xaxis_-0.5,halfeye_yaxis_-0.65,halfeye_xaxis_-0.8,halfeye_xaxis_0.5,halfeye_yaxis_-0.35,halfeye_xaxis_0.8,halfeye_yaxis_0.65,halfeye_xaxis_-0.2,halfeye_yaxis_0.2,accuracy_sensitivity,1,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,"",,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
FKe-JHRczcxoBu6Kvhi_Pg9vvJtox4UT6UqIsL-XR5rAlKpXLfXBBdfDSO08PxTA,2023-11-09T19:59:37Z,2023-11-09T20:10:42Z,2023-11-09T20:10:42Z,,lesson_live_vs_video,eg_benchmark,halfeye_yaxis_-0.8,halfeye_yaxis_0.2,halfeye_xaxis_0.65,halfeye_yaxis_0.8,halfeye_xaxis_-0.8,halfeye_yaxis_0.65,halfeye_yaxis_0.5,halfeye_xaxis_-0.65,halfeye_xaxis_-0.35,halfeye_yaxis_0.35,halfeye_xaxis_0.8,halfeye_yaxis_-0.5,halfeye_xaxis_0.5,halfeye_yaxis_-0.65,halfeye_xaxis_-0.5,halfeye_yaxis_-0.35,halfeye_xaxis_-0.2,halfeye_xaxis_0.35,halfeye_xaxis_0.2,halfeye_yaxis_-0.2,accuracy_sensitivity,1,3,"",-0.6,35,90,3,5,2,"",1,55,98,2,3,1,"",0.6,63,90,2,3,7,"",1,80,80,2,3,3,"",-1,15,69,3,2,6,"",1,60,85,4,3,5,"",1,65,85,4,3,5,"",-1,35,75,4,3,4,"",-0.8,45,95,3,4,2,"",0.4,55,98,5,4,"",6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,4,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,5,7,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,6,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,4,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,5,,3,5,3,2,5,1,1,how many students have that score,what score the students got,what score the students got,how many students got that score,1,"","1, 2, 3, 4",1
ExO8szQmvruSd5Bt-I2zAbvEWJUb3vMm6_mj3LO2syZ7WwjB_qmcKy-0Cnc54kR7,2023-11-09T20:04:33Z,,,,experiment_simulation_vs_lab,eg_signaling_overlap,halfeye_xaxis_-0.5,halfeye_xaxis_-0.8,halfeye_yaxis_-0.8,halfeye_yaxis_0.5,halfeye_yaxis_0.2,halfeye_xaxis_0.2,halfeye_yaxis_-0.5,halfeye_xaxis_-0.65,halfeye_yaxis_0.35,halfeye_yaxis_0.8,halfeye_yaxis_-0.35,halfeye_yaxis_-0.65,halfeye_yaxis_-0.2,halfeye_xaxis_-0.2,halfeye_xaxis_0.35,halfeye_xaxis_0.65,halfeye_xaxis_0.8,halfeye_yaxis_0.65,halfeye_xaxis_0.5,halfeye_xaxis_-0.35,accuracy_sensitivity,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,"",,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
8_MkV3i5Ak8W7dUg6I4tkdesq3szh8ZodmxpM5P4CXq2kzU8IgyLFeAfS70CoKtW,2023-11-09T20:04:49Z,2023-11-09T20:57:23Z,2023-11-09T20:57:23Z,,video_withsub_vs_without,eg_signaling_overlap,halfeye_yaxis_0.35,halfeye_yaxis_-0.35,halfeye_xaxis_-0.5,halfeye_xaxis_0.65,halfeye_yaxis_-0.2,halfeye_yaxis_-0.5,halfeye_xaxis_0.5,halfeye_yaxis_0.65,halfeye_yaxis_-0.65,halfeye_yaxis_-0.8,halfeye_yaxis_0.5,halfeye_xaxis_-0.8,halfeye_yaxis_0.8,halfeye_yaxis_0.2,halfeye_xaxis_-0.2,halfeye_xaxis_0.8,halfeye_xaxis_0.35,halfeye_xaxis_-0.65,halfeye_xaxis_0.2,halfeye_xaxis_-0.35,accuracy_sensitivity,1,5,"",0.4,55,85,5,5,5,"",-0.4,45,80,5,5,5,"",-0.4,40,85,5,5,5,"",0.4,50,80,5,5,5,"",-0.2,49,95,5,5,5,"",-0.2,52,90,5,5,5,"",0.2,52,85,5,5,5,"",0.4,53,80,5,5,5,"",0,53,80,5,5,5,"",0,52,80,5,5,"",5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,5,,5,3,2,5,1,1,number of students,knowledge test score ,knowledget test score,number of students,6,College,1,7
Vy9sAVMX5p8AdAvVLyKZJsmOYMbI_PtxWQhPaEfOxzGA8ex8WDRZB1JhbagBpYbq,2023-11-09T20:10:06Z,2023-11-09T20:28:24Z,2023-11-09T20:28:24Z,,reading_digital_vs_analog,cg,halfeye_xaxis_-0.5,halfeye_yaxis_-0.8,halfeye_yaxis_-0.5,halfeye_yaxis_0.65,halfeye_xaxis_0.2,halfeye_yaxis_0.5,halfeye_yaxis_-0.35,halfeye_xaxis_-0.8,halfeye_xaxis_-0.65,halfeye_yaxis_-0.65,halfeye_yaxis_0.2,halfeye_xaxis_-0.2,halfeye_xaxis_0.65,halfeye_yaxis_0.35,halfeye_xaxis_0.8,halfeye_yaxis_-0.2,halfeye_xaxis_0.35,halfeye_xaxis_0.5,halfeye_xaxis_-0.35,halfeye_yaxis_0.8,accuracy_sensitivity,1,4,"",0,5,50,3,4,2,"",0,5,80,3,3,2,"",0,50,90,2,2,2,"",0.2,30,90,2,2,2,"",0.2,5,95,2,2,2,"",0,10,95,2,3,2,"",-0.2,45,90,2,2,2,"",0.2,50,85,2,2,2,"",-0.2,10,80,2,2,2,"",-0.2,50,90,2,2,"",2,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,2,,,4,3,2,5,1,1,Scores,Range of scores,Scores,Spread os scores,2,"",2,17
w-Zq3T9wywVsQWAE5szU7uUNQ_HJiJZ2bVX7zP7IfHodBloNecBd6PqlmuzspOba,2023-11-09T20:10:14Z,2023-11-09T20:29:34Z,2023-11-09T20:29:34Z,,reading_digital_vs_analog,eg_benchmark,halfeye_yaxis_0.65,halfeye_xaxis_0.8,halfeye_xaxis_-0.65,halfeye_yaxis_0.8,halfeye_xaxis_0.5,halfeye_xaxis_0.65,halfeye_yaxis_-0.35,halfeye_yaxis_-0.2,halfeye_xaxis_-0.2,halfeye_xaxis_-0.5,halfeye_yaxis_-0.8,halfeye_xaxis_-0.35,halfeye_xaxis_0.35,halfeye_yaxis_0.35,halfeye_xaxis_0.2,halfeye_yaxis_-0.65,halfeye_yaxis_-0.5,halfeye_yaxis_0.5,halfeye_yaxis_0.2,halfeye_xaxis_-0.8,sensitivity_accuracy,1,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,3,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,3,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,3,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,5,"",6,"",-0.4,25,80,5,3,5,"",-0.2,45,90,5,4,5,"",0.4,60,90,5,5,5,"",0.4,55,95,5,5,5,"",0.2,53,96,4,4,5,"",-0.4,30,80,5,5,5,"",-0.4,38,88,5,5,5,"",0.4,65,85,5,6,5,"",0.2,55,95,5,3,5,"",-0.4,30,75,5,6,,3,5,3,2,5,1,1,Number of students,Knowledge test score,Knowledge test score,Number of students,2,"",1,4
EGWWO-4gpCMGvS3yMmZPFKp4P0I9Ug5VGY0HCEIdr76pk9a-SpTP6wSjnCLCBZDj,2023-11-09T20:15:36Z,2023-11-09T20:33:16Z,,,video_withsub_vs_without,cg,halfeye_xaxis_-0.35,halfeye_yaxis_-0.35,halfeye_yaxis_0.8,halfeye_yaxis_-0.8,halfeye_yaxis_-0.65,halfeye_xaxis_0.2,halfeye_xaxis_0.5,halfeye_yaxis_0.65,halfeye_xaxis_-0.5,halfeye_xaxis_-0.8,halfeye_yaxis_-0.5,halfeye_yaxis_0.35,halfeye_xaxis_0.65,halfeye_xaxis_0.8,halfeye_yaxis_0.5,halfeye_xaxis_-0.2,halfeye_xaxis_0.35,halfeye_yaxis_-0.2,halfeye_xaxis_-0.65,halfeye_yaxis_0.2,sensitivity_accuracy,1,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,4,7,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,4,1,7,"",-0.2,35,80,3,3,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
i6CAT4dxU_GXOgK_D-lDktaL3BGdE_vj2189lVJbu-LrknUXYZQTF6azMLsrSRYG,2023-11-09T20:18:35Z,2023-11-09T20:29:55Z,2023-11-09T20:29:55Z,,reading_digital_vs_analog,eg_signaling_u3,halfeye_xaxis_-0.65,halfeye_yaxis_0.35,halfeye_yaxis_0.65,halfeye_yaxis_-0.35,halfeye_xaxis_-0.8,halfeye_xaxis_0.2,halfeye_yaxis_0.8,halfeye_yaxis_-0.65,halfeye_yaxis_0.2,halfeye_xaxis_0.65,halfeye_xaxis_0.35,halfeye_xaxis_-0.35,halfeye_xaxis_0.8,halfeye_xaxis_-0.2,halfeye_yaxis_-0.5,halfeye_yaxis_-0.2,halfeye_yaxis_-0.8,halfeye_xaxis_0.5,halfeye_xaxis_-0.5,halfeye_yaxis_0.5,accuracy_sensitivity,1,4,"",0,53,53,5,5,4,"",0.4,53,53,5,5,4,"",0.6,55,55,5,5,4,"",-0.2,52,52,5,5,4,"",-0.2,55,55,5,5,4,"",0.2,55,55,5,5,4,"",1,45,45,5,5,4,"",-0.8,55,55,5,5,4,"",0,52,50,5,5,4,"",0.4,55,55,5,5,"",4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,6,,4,4,2,5,3,3,Number of students,Test scores,Test scores,Number of students,3,"",2,8
SbNbwe0JbiBo39YoJtocKEwqpWqzkna2-n59tsgjmZO1MV3LKXSxQ8_SWu4zxXdF,2023-11-09T20:18:46Z,2023-11-09T21:09:41Z,2023-11-09T21:09:41Z,,experiment_simulation_vs_lab,cg,halfeye_yaxis_-0.2,halfeye_xaxis_-0.8,halfeye_yaxis_0.2,halfeye_xaxis_-0.65,halfeye_yaxis_0.5,halfeye_yaxis_0.35,halfeye_yaxis_-0.35,halfeye_xaxis_0.8,halfeye_yaxis_-0.65,halfeye_xaxis_0.65,halfeye_yaxis_-0.8,halfeye_xaxis_0.35,halfeye_yaxis_0.65,halfeye_xaxis_-0.35,halfeye_xaxis_0.5,halfeye_yaxis_-0.5,halfeye_yaxis_0.8,halfeye_xaxis_-0.2,halfeye_xaxis_0.2,halfeye_xaxis_-0.5,sensitivity_accuracy,1,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,3,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,3,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,3,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,3,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,3,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,3,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,3,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,2,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,3,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,3,1,5,"",-0.4,20,90,3,3,5,"",0.2,40,95,3,2,5,"",0.4,60,80,3,2,5,"",-0.2,60,95,3,2,5,"",-0.2,40,95,3,3,5,"",-0.2,45,95,3,3,5,"",0.4,65,80,3,3,5,"",0.2,50,97,2,2,5,"",0.2,52,97,2,2,5,"",-0.2,30,90,3,3,,,5,3,2,5,1,1,The number of students,The test scores from 0 to 100,The test scores,the number of students,3,"",2,5
LUvnM4xvD0sQ5VdAhifrxuS881V6ON22CvM7Xfi2647O4n0bCb0h6b6BibLNugwY,2023-11-09T20:20:24Z,2023-11-09T20:43:55Z,2023-11-09T20:43:55Z,,experiment_simulation_vs_lab,eg_signaling_overlap,halfeye_xaxis_-0.8,halfeye_xaxis_-0.35,halfeye_xaxis_0.8,halfeye_yaxis_-0.2,halfeye_xaxis_-0.5,halfeye_yaxis_0.2,halfeye_xaxis_0.35,halfeye_xaxis_-0.2,halfeye_yaxis_0.65,halfeye_yaxis_0.35,halfeye_yaxis_0.5,halfeye_yaxis_-0.35,halfeye_yaxis_-0.65,halfeye_yaxis_0.8,halfeye_xaxis_0.5,halfeye_yaxis_-0.5,halfeye_yaxis_-0.8,halfeye_xaxis_0.2,halfeye_xaxis_0.65,halfeye_xaxis_-0.65,accuracy_sensitivity,1,4,"",0.4,20,80,5,4,5,"",0.2,5,95,5,6,5,"",0.6,10,90,4,4,6,"",0,5,95,6,6,7,"",0,0,100,5,5,7,"",0,1,99,6,6,6,"",0,1,99,5,5,7,"",0,0,100,6,6,6,"",-0.4,20,80,5,5,7,"",-0.2,10,90,6,6,"",6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,6,6,7,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,7,7,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,7,7,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,7,7,7,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,7,7,7,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,7,7,7,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,7,7,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,7,7,7,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,7,7,6,,5,3,2,5,1,1,"No idea, it isn't labeled",Knowledge test score,Knowledge test score,Not labeled,3,"",2,3
nB86lySDyKbiMqYvPXW-aG2P8nVDqsOk7BhcAJhQNzhXZ_vePnQoF8qe4gVKHriR,2023-11-09T20:33:55Z,,,,"","","","","","","","","","","","","","","","","","","","","","","",,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,"",,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
